datetime_utc,open,high,low,close,volume,num_trades
2025-11-25 11:56:00,2887.73,2890.55,2887.73,2889.24,1720.676,0
2025-11-25 11:57:00,2889.24,2890.7,2889.24,2889.78,631.133,0
2025-11-25 11:58:00,2889.79,2890.64,2888.89,2888.89,1118.137,0
2025-11-25 11:59:00,2888.9,2889.77,2888.9,2889.53,728.249,0
2025-11-25 12:00:00,2889.54,2891.64,2888.47,2888.71,2704.215,0
2025-11-25 12:01:00,2888.72,2894.47,2888.28,2894.23,2087.77,0
2025-11-25 12:02:00,2894.23,2894.79,2892.83,2894.35,1613.133,0
2025-11-25 12:03:00,2894.36,2895.68,2893.72,2895.37,1403.369,0
2025-11-25 12:04:00,2895.36,2895.99,2893.19,2894.09,1397.639,0
2025-11-25 12:05:00,2894.08,2896.44,2894.08,2895.24,1337.141,0
2025-11-25 12:06:00,2895.24,2895.84,2894.13,2894.59,1591.07,0
2025-11-25 12:07:00,2894.59,2894.95,2893.72,2893.96,696.202,0
2025-11-25 12:08:00,2893.96,2894.34,2890.94,2891.33,1056.437,0
2025-11-25 12:09:00,2891.33,2895.17,2891.0,2895.17,1015.465,0
2025-11-25 12:10:00,2895.16,2897.85,2894.56,2896.2,2471.398,0
2025-11-25 12:11:00,2896.2,2898.0,2893.38,2897.82,2787.625,0
2025-11-25 12:12:00,2897.81,2906.0,2897.21,2904.02,19347.898,0
2025-11-25 12:13:00,2904.01,2917.23,2903.52,2912.07,24394.668,0
2025-11-25 12:14:00,2912.08,2923.88,2910.9,2920.78,25144.928,0
2025-11-25 12:15:00,2920.78,2922.27,2909.36,2913.56,15046.53,0
2025-11-25 12:16:00,2913.56,2916.87,2911.2,2912.04,8431.334,0
2025-11-25 12:17:00,2912.05,2913.96,2910.75,2911.17,2571.5,0
2025-11-25 12:18:00,2911.16,2915.43,2910.73,2915.02,5380.881,0
2025-11-25 12:19:00,2915.03,2919.31,2912.77,2919.3,5285.135,0
2025-11-25 12:20:00,2919.31,2930.0,2917.33,2927.36,18037.09,0
2025-11-25 12:21:00,2927.36,2927.74,2921.8,2923.06,6034.684,0
2025-11-25 12:22:00,2923.07,2924.11,2921.77,2924.02,4619.324,0
2025-11-25 12:23:00,2924.03,2928.36,2923.87,2928.36,5186.395,0
2025-11-25 12:24:00,2928.35,2929.27,2926.09,2927.01,4141.544,0
2025-11-25 12:25:00,2927.0,2927.0,2922.0,2922.0,5769.364,0
2025-11-25 12:26:00,2922.0,2923.18,2920.9,2922.44,2387.336,0
2025-11-25 12:27:00,2922.44,2922.82,2918.0,2919.44,4158.562,0
2025-11-25 12:28:00,2919.43,2920.2,2917.66,2918.77,1998.071,0
2025-11-25 12:29:00,2918.77,2920.53,2917.85,2919.53,1647.612,0
2025-11-25 12:30:00,2919.54,2920.37,2917.24,2919.09,1862.421,0
2025-11-25 12:31:00,2919.09,2919.37,2915.09,2917.57,3932.443,0
2025-11-25 12:32:00,2917.57,2919.15,2915.52,2915.7,2829.792,0
2025-11-25 12:33:00,2915.7,2916.65,2912.98,2913.92,2840.041,0
2025-11-25 12:34:00,2913.91,2913.91,2912.2,2912.21,2981.768,0
2025-11-25 12:35:00,2912.21,2914.18,2912.21,2913.44,2114.369,0
2025-11-25 12:36:00,2913.44,2918.44,2913.44,2917.08,5283.821,0
2025-11-25 12:37:00,2917.07,2918.41,2915.95,2916.35,2229.783,0
2025-11-25 12:38:00,2916.36,2919.21,2914.36,2918.42,2254.717,0
2025-11-25 12:39:00,2918.42,2919.61,2917.68,2917.73,1684.892,0
2025-11-25 12:40:00,2917.72,2918.49,2915.0,2915.0,981.667,0
2025-11-25 12:41:00,2915.0,2916.65,2915.0,2915.68,662.25,0
2025-11-25 12:42:00,2915.67,2923.65,2914.73,2923.3,3722.676,0
2025-11-25 12:43:00,2923.29,2929.25,2922.19,2928.32,6012.377,0
2025-11-25 12:44:00,2928.33,2931.65,2924.74,2926.11,7893.702,0
2025-11-25 12:45:00,2926.11,2927.3,2924.09,2926.32,4251.013,0
2025-11-25 12:46:00,2926.32,2926.68,2923.64,2925.18,2150.48,0
2025-11-25 12:47:00,2925.18,2926.72,2923.06,2924.67,1681.883,0
2025-11-25 12:48:00,2924.68,2929.78,2923.64,2923.65,5805.544,0
2025-11-25 12:49:00,2923.64,2924.6,2921.44,2923.35,2876.303,0
2025-11-25 12:50:00,2923.34,2923.35,2920.57,2922.22,1993.896,0
2025-11-25 12:51:00,2922.22,2925.0,2921.6,2922.66,1235.747,0
2025-11-25 12:52:00,2922.67,2923.46,2921.4,2923.25,2462.955,0
2025-11-25 12:53:00,2923.25,2924.26,2922.02,2924.09,980.39,0
2025-11-25 12:54:00,2924.1,2927.0,2923.97,2926.62,2010.084,0
2025-11-25 12:55:00,2926.63,2930.0,2925.0,2929.04,3573.727,0
2025-11-25 12:56:00,2929.04,2929.04,2926.59,2928.0,1616.696,0
2025-11-25 12:57:00,2928.0,2928.73,2925.55,2926.39,2126.361,0
2025-11-25 12:58:00,2926.39,2928.51,2925.46,2926.9,3069.151,0
2025-11-25 12:59:00,2926.89,2926.89,2924.83,2926.0,1154.747,0
2025-11-25 13:00:00,2925.99,2926.25,2922.49,2924.41,2097.223,0
2025-11-25 13:01:00,2924.4,2924.78,2922.27,2924.41,1516.004,0
2025-11-25 13:02:00,2924.41,2928.33,2924.41,2927.3,1853.353,0
2025-11-25 13:03:00,2927.3,2929.93,2925.82,2928.52,2284.715,0
2025-11-25 13:04:00,2928.51,2928.8,2921.93,2924.51,2448.793,0
2025-11-25 13:05:00,2924.5,2924.51,2921.74,2922.15,2745.895,0
2025-11-25 13:06:00,2922.16,2923.74,2918.73,2919.96,5048.145,0
2025-11-25 13:07:00,2919.96,2920.82,2918.06,2918.81,3023.392,0
2025-11-25 13:08:00,2918.81,2921.21,2917.83,2919.2,4507.143,0
2025-11-25 13:09:00,2919.21,2924.93,2918.99,2923.91,3033.105,0
2025-11-25 13:10:00,2923.92,2926.65,2922.64,2923.74,1915.954,0
2025-11-25 13:11:00,2923.75,2924.54,2920.01,2921.39,1357.068,0
2025-11-25 13:12:00,2921.4,2924.78,2921.4,2924.25,1463.475,0
2025-11-25 13:13:00,2924.26,2929.05,2923.86,2928.43,3167.037,0
2025-11-25 13:14:00,2928.43,2928.82,2926.86,2927.49,2024.245,0
2025-11-25 13:15:00,2927.5,2927.98,2925.56,2927.1,2258.667,0
2025-11-25 13:16:00,2927.1,2933.5,2927.1,2930.03,5828.498,0
2025-11-25 13:17:00,2930.03,2930.03,2925.33,2925.53,2494.399,0
2025-11-25 13:18:00,2925.53,2929.59,2925.42,2928.76,1501.704,0
2025-11-25 13:19:00,2928.76,2929.54,2928.06,2928.06,925.268,0
2025-11-25 13:20:00,2928.06,2929.6,2926.61,2926.92,1683.836,0
2025-11-25 13:21:00,2926.92,2927.5,2922.0,2925.1,8010.943,0
2025-11-25 13:22:00,2925.1,2926.47,2924.45,2925.82,919.826,0
2025-11-25 13:23:00,2925.83,2926.79,2924.05,2926.63,703.056,0
2025-11-25 13:24:00,2926.63,2929.26,2925.21,2926.55,1273.677,0
2025-11-25 13:25:00,2926.56,2927.4,2925.55,2926.46,2171.555,0
2025-11-25 13:26:00,2926.46,2927.98,2924.46,2927.11,1451.766,0
2025-11-25 13:27:00,2927.12,2930.0,2927.11,2928.45,3335.77,0
2025-11-25 13:28:00,2928.45,2929.19,2927.57,2928.74,654.448,0
2025-11-25 13:29:00,2928.75,2930.0,2925.99,2926.72,2643.268,0
2025-11-25 13:30:00,2926.73,2932.38,2925.73,2928.78,7985.527,0
2025-11-25 13:31:00,2928.79,2929.71,2926.06,2927.71,1642.272,0
2025-11-25 13:32:00,2927.7,2930.72,2926.69,2930.4,1818.735,0
2025-11-25 13:33:00,2930.39,2932.0,2929.0,2930.81,2351.361,0
2025-11-25 13:34:00,2930.81,2931.36,2927.45,2929.01,2156.957,0
2025-11-25 13:35:00,2929.0,2929.0,2918.2,2918.69,8815.866,0
2025-11-25 13:36:00,2918.7,2918.86,2910.0,2915.02,14558.255,0
2025-11-25 13:37:00,2915.01,2915.01,2907.58,2910.77,10599.842,0
2025-11-25 13:38:00,2910.76,2913.53,2910.41,2913.29,4674.122,0
2025-11-25 13:39:00,2913.29,2913.79,2907.46,2908.63,5353.116,0
2025-11-25 13:40:00,2908.62,2910.9,2904.35,2904.74,10856.912,0
2025-11-25 13:41:00,2904.74,2907.73,2902.03,2904.5,11936.567,0
2025-11-25 13:42:00,2904.49,2907.0,2904.49,2906.11,2747.74,0
2025-11-25 13:43:00,2906.12,2906.99,2905.0,2905.59,1921.491,0
2025-11-25 13:44:00,2905.59,2905.74,2903.02,2903.49,3676.624,0
2025-11-25 13:45:00,2903.5,2906.26,2900.77,2901.42,6650.019,0
2025-11-25 13:46:00,2901.42,2901.75,2896.39,2899.9,9605.513,0
2025-11-25 13:47:00,2899.89,2902.52,2899.72,2901.7,2933.575,0
2025-11-25 13:48:00,2901.7,2906.79,2901.69,2906.78,5145.178,0
2025-11-25 13:49:00,2906.78,2909.61,2905.35,2908.47,8797.006,0
2025-11-25 13:50:00,2908.47,2912.35,2908.17,2909.44,5841.011,0
2025-11-25 13:51:00,2909.44,2909.47,2907.34,2907.79,1960.099,0
2025-11-25 13:52:00,2907.78,2907.79,2902.0,2902.01,5217.923,0
2025-11-25 13:53:00,2902.01,2903.0,2898.74,2902.48,5203.784,0
2025-11-25 13:54:00,2902.49,2902.95,2900.85,2901.85,2463.575,0
2025-11-25 13:55:00,2901.85,2905.29,2901.34,2904.28,2662.851,0
2025-11-25 13:56:00,2904.28,2909.59,2903.99,2907.65,9601.068,0
2025-11-25 13:57:00,2907.65,2907.66,2903.84,2904.11,2246.031,0
2025-11-25 13:58:00,2904.11,2904.98,2902.86,2904.83,1219.316,0
2025-11-25 13:59:00,2904.84,2906.16,2904.79,2906.07,1289.804,0
2025-11-25 14:00:00,2906.07,2908.13,2905.02,2905.9,2954.273,0
2025-11-25 14:01:00,2905.9,2906.25,2903.75,2905.92,1567.541,0
2025-11-25 14:02:00,2905.93,2908.13,2904.0,2905.69,3024.263,0
2025-11-25 14:03:00,2905.7,2910.0,2905.69,2907.63,2422.653,0
2025-11-25 14:04:00,2907.63,2910.32,2906.04,2909.0,2154.04,0
2025-11-25 14:05:00,2909.0,2914.11,2907.9,2913.68,6965.8,0
2025-11-25 14:06:00,2913.68,2921.17,2913.0,2917.28,9244.603,0
2025-11-25 14:07:00,2917.27,2919.8,2913.9,2914.32,2890.451,0
2025-11-25 14:08:00,2914.31,2914.32,2909.65,2911.01,2046.069,0
2025-11-25 14:09:00,2911.01,2911.01,2904.03,2904.99,5634.502,0
2025-11-25 14:10:00,2905.0,2906.72,2904.17,2906.45,2055.065,0
2025-11-25 14:11:00,2906.45,2906.72,2903.01,2905.22,2787.263,0
2025-11-25 14:12:00,2905.23,2909.3,2905.23,2906.53,2998.679,0
2025-11-25 14:13:00,2906.52,2911.26,2906.28,2911.26,1421.711,0
2025-11-25 14:14:00,2911.26,2912.5,2910.33,2911.11,1591.07,0
2025-11-25 14:15:00,2911.11,2912.31,2909.51,2910.0,2107.789,0
2025-11-25 14:16:00,2910.01,2913.74,2909.68,2913.07,2389.826,0
2025-11-25 14:17:00,2913.07,2915.91,2911.99,2912.1,3170.569,0
2025-11-25 14:18:00,2912.1,2912.73,2909.49,2909.96,2265.815,0
2025-11-25 14:19:00,2909.94,2910.15,2907.49,2909.67,1797.583,0
2025-11-25 14:20:00,2909.67,2911.17,2906.04,2907.92,1612.49,0
2025-11-25 14:21:00,2907.93,2909.85,2906.23,2908.94,1262.01,0
2025-11-25 14:22:00,2908.95,2910.57,2908.4,2910.46,1145.507,0
2025-11-25 14:23:00,2910.46,2912.28,2910.24,2911.6,1566.941,0
2025-11-25 14:24:00,2911.6,2914.67,2911.54,2912.88,1651.466,0
2025-11-25 14:25:00,2912.88,2914.16,2911.0,2912.2,2823.077,0
2025-11-25 14:26:00,2912.19,2914.3,2910.27,2914.3,1245.283,0
2025-11-25 14:27:00,2914.29,2916.3,2912.93,2913.99,2751.009,0
2025-11-25 14:28:00,2913.99,2913.99,2911.1,2913.37,908.917,0
2025-11-25 14:29:00,2913.36,2916.05,2911.8,2911.81,2379.482,0
2025-11-25 14:30:00,2911.81,2911.81,2896.0,2900.29,14123.201,0
2025-11-25 14:31:00,2900.28,2905.31,2898.43,2901.75,7531.254,0
2025-11-25 14:32:00,2901.74,2905.0,2898.62,2900.64,4801.318,0
2025-11-25 14:33:00,2900.64,2907.88,2899.68,2907.19,8879.292,0
2025-11-25 14:34:00,2907.2,2911.54,2903.18,2909.33,8936.741,0
2025-11-25 14:35:00,2909.33,2909.63,2902.82,2907.92,5188.127,0
2025-11-25 14:36:00,2907.93,2911.12,2904.0,2905.05,3547.218,0
2025-11-25 14:37:00,2905.05,2906.33,2901.0,2906.29,4125.843,0
2025-11-25 14:38:00,2906.3,2909.98,2904.04,2906.47,2209.621,0
2025-11-25 14:39:00,2906.46,2909.79,2903.93,2904.26,2412.581,0
2025-11-25 14:40:00,2904.26,2904.27,2899.6,2903.0,7281.491,0
2025-11-25 14:41:00,2903.01,2905.37,2900.75,2902.11,2440.728,0
2025-11-25 14:42:00,2902.11,2905.44,2896.23,2896.4,5577.323,0
2025-11-25 14:43:00,2896.4,2896.4,2880.0,2881.93,36602.398,0
2025-11-25 14:44:00,2881.94,2886.61,2876.0,2878.9,18177.497,0
2025-11-25 14:45:00,2878.89,2878.9,2872.0,2874.19,19704.261,0
2025-11-25 14:46:00,2874.19,2875.34,2870.0,2872.73,10327.209,0
2025-11-25 14:47:00,2872.74,2876.34,2867.0,2867.29,21368.633,0
2025-11-25 14:48:00,2867.3,2870.29,2858.0,2862.27,34241.373,0
2025-11-25 14:49:00,2862.26,2866.57,2856.71,2857.97,17970.103,0
2025-11-25 14:50:00,2857.96,2861.9,2855.49,2858.08,14305.407,0
2025-11-25 14:51:00,2858.09,2875.31,2857.4,2873.04,22726.968,0
2025-11-25 14:52:00,2873.03,2877.0,2869.55,2871.9,19488.567,0
2025-11-25 14:53:00,2871.9,2872.02,2868.17,2870.47,7946.315,0
2025-11-25 14:54:00,2870.47,2874.71,2865.38,2868.45,8133.625,0
2025-11-25 14:55:00,2868.45,2872.52,2868.44,2870.93,20951.943,0
2025-11-25 14:56:00,2870.94,2876.99,2869.47,2875.26,16294.217,0
2025-11-25 14:57:00,2875.27,2877.35,2873.09,2875.7,16180.382,0
2025-11-25 14:58:00,2875.71,2880.33,2875.0,2877.23,17790.595,0
2025-11-25 14:59:00,2877.24,2883.62,2877.24,2879.41,13355.639,0
2025-11-25 15:00:00,2879.41,2879.99,2872.39,2872.56,10482.182,0
2025-11-25 15:01:00,2872.56,2874.77,2871.13,2873.84,6282.793,0
2025-11-25 15:02:00,2873.85,2874.2,2866.18,2872.14,20133.247,0
2025-11-25 15:03:00,2872.14,2872.14,2858.08,2860.43,22309.524,0
2025-11-25 15:04:00,2860.43,2861.13,2855.0,2858.81,14788.076,0
2025-11-25 15:05:00,2858.81,2865.84,2855.88,2864.92,11837.858,0
2025-11-25 15:06:00,2864.92,2869.22,2861.85,2867.59,6946.217,0
2025-11-25 15:07:00,2867.6,2871.16,2866.5,2869.38,6396.786,0
2025-11-25 15:08:00,2869.38,2877.45,2869.08,2874.2,7924.61,0
2025-11-25 15:09:00,2874.2,2884.39,2871.95,2884.39,17526.566,0
2025-11-25 15:10:00,2884.4,2896.47,2884.4,2892.49,23158.974,0
2025-11-25 15:11:00,2892.49,2893.84,2876.68,2879.52,15635.906,0
2025-11-25 15:12:00,2879.52,2880.6,2876.24,2879.15,4109.66,0
2025-11-25 15:13:00,2879.15,2886.22,2877.53,2879.49,6313.574,0
2025-11-25 15:14:00,2879.48,2880.89,2872.9,2875.65,4912.047,0
2025-11-25 15:15:00,2875.64,2875.67,2868.01,2870.3,7883.865,0
2025-11-25 15:16:00,2870.31,2878.25,2868.41,2875.12,5890.207,0
2025-11-25 15:17:00,2875.12,2884.02,2872.76,2877.44,8707.104,0
2025-11-25 15:18:00,2877.44,2880.08,2874.87,2878.18,3087.214,0
2025-11-25 15:19:00,2878.18,2878.97,2874.21,2876.14,1588.988,0
2025-11-25 15:20:00,2876.14,2876.44,2865.81,2866.36,8652.581,0
2025-11-25 15:21:00,2866.36,2870.81,2864.02,2869.04,6554.454,0
2025-11-25 15:22:00,2869.04,2876.15,2866.49,2868.11,3550.042,0
2025-11-25 15:23:00,2868.11,2872.61,2865.75,2870.63,4936.609,0
2025-11-25 15:24:00,2870.63,2871.75,2868.81,2871.0,1252.051,0
2025-11-25 15:25:00,2871.0,2879.24,2870.87,2875.96,3456.825,0
2025-11-25 15:26:00,2875.95,2879.67,2873.26,2876.41,2999.658,0
2025-11-25 15:27:00,2876.42,2876.65,2872.63,2874.58,1776.631,0
2025-11-25 15:28:00,2874.57,2880.0,2873.05,2879.82,2264.661,0
2025-11-25 15:29:00,2879.83,2883.51,2879.83,2883.51,4557.585,0
2025-11-25 15:30:00,2883.5,2895.56,2883.3,2895.39,15050.633,0
2025-11-25 15:31:00,2895.39,2896.42,2890.42,2895.38,9445.9,0
2025-11-25 15:32:00,2895.37,2904.88,2895.15,2903.94,18082.199,0
2025-11-25 15:33:00,2903.95,2908.23,2900.06,2904.47,13160.482,0
2025-11-25 15:34:00,2904.47,2909.0,2901.5,2902.24,8372.426,0
2025-11-25 15:35:00,2902.24,2902.76,2895.05,2895.06,7843.448,0
2025-11-25 15:36:00,2895.06,2897.62,2893.52,2894.55,4107.51,0
2025-11-25 15:37:00,2894.56,2898.14,2894.56,2897.29,3129.707,0
2025-11-25 15:38:00,2897.3,2897.55,2893.0,2895.35,2645.708,0
2025-11-25 15:39:00,2895.35,2899.99,2894.39,2899.81,3903.211,0
2025-11-25 15:40:00,2899.82,2899.99,2896.75,2899.82,2018.214,0
2025-11-25 15:41:00,2899.83,2901.48,2897.73,2900.2,2631.499,0
2025-11-25 15:42:00,2900.2,2901.27,2897.46,2897.89,2437.228,0
2025-11-25 15:43:00,2897.88,2900.99,2897.47,2900.98,1179.374,0
2025-11-25 15:44:00,2900.99,2907.25,2900.98,2906.55,4388.876,0
2025-11-25 15:45:00,2906.55,2913.5,2906.29,2912.96,9231.298,0
2025-11-25 15:46:00,2912.96,2914.27,2908.04,2909.58,10055.139,0
2025-11-25 15:47:00,2909.58,2909.58,2904.34,2906.88,4033.285,0
2025-11-25 15:48:00,2906.88,2909.44,2901.7,2902.4,6165.147,0
2025-11-25 15:49:00,2902.4,2902.5,2896.22,2897.84,6699.246,0
2025-11-25 15:50:00,2897.83,2897.83,2894.13,2895.95,2774.513,0
2025-11-25 15:51:00,2895.94,2897.98,2893.8,2896.54,4458.22,0
2025-11-25 15:52:00,2896.55,2900.0,2895.16,2899.63,2602.432,0
2025-11-25 15:53:00,2899.62,2900.42,2898.0,2899.32,1765.243,0
2025-11-25 15:54:00,2899.33,2899.99,2895.88,2897.71,1208.721,0
2025-11-25 15:55:00,2897.72,2898.17,2894.61,2894.84,1674.799,0
2025-11-25 15:56:00,2894.84,2895.19,2887.44,2891.09,6979.494,0
2025-11-25 15:57:00,2891.08,2894.09,2890.77,2892.75,2880.067,0
2025-11-25 15:58:00,2892.75,2898.11,2892.19,2894.97,2336.705,0
2025-11-25 15:59:00,2894.97,2895.56,2892.0,2894.18,1077.28,0
2025-11-25 16:00:00,2894.19,2896.06,2892.85,2894.11,3089.068,0
2025-11-25 16:01:00,2894.12,2896.49,2892.66,2895.81,1693.192,0
2025-11-25 16:02:00,2895.81,2896.85,2891.44,2895.1,1959.615,0
2025-11-25 16:03:00,2895.11,2898.23,2894.04,2897.21,2460.836,0
2025-11-25 16:04:00,2897.2,2900.7,2896.71,2898.45,4045.699,0
2025-11-25 16:05:00,2898.44,2899.12,2892.98,2894.16,1518.678,0
2025-11-25 16:06:00,2894.17,2894.17,2888.59,2890.28,3548.551,0
2025-11-25 16:07:00,2890.29,2894.08,2888.73,2890.81,2286.088,0
2025-11-25 16:08:00,2890.8,2894.12,2890.72,2893.56,1229.615,0
2025-11-25 16:09:00,2893.56,2893.89,2885.58,2888.49,4290.05,0
2025-11-25 16:10:00,2888.49,2894.45,2888.49,2893.89,3766.489,0
2025-11-25 16:11:00,2893.9,2894.66,2891.39,2893.48,1108.928,0
2025-11-25 16:12:00,2893.49,2897.88,2892.47,2892.53,2037.472,0
2025-11-25 16:13:00,2892.52,2896.87,2891.49,2895.6,1516.22,0
2025-11-25 16:14:00,2895.59,2895.59,2891.14,2892.1,1920.387,0
2025-11-25 16:15:00,2892.1,2892.23,2889.0,2891.16,2667.61,0
2025-11-25 16:16:00,2891.16,2897.47,2890.94,2896.65,2344.484,0
2025-11-25 16:17:00,2896.65,2902.9,2895.78,2898.9,4951.909,0
2025-11-25 16:18:00,2898.9,2903.6,2897.85,2902.85,2303.001,0
2025-11-25 16:19:00,2902.86,2907.52,2902.51,2905.79,6200.529,0
